,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,Lat,Lng,Google Addresses,Postal Codes
1842,CASUAL DINING,Georgy Porgy's,3.6,41,"Lawrence Avenue East, North York","1448 Lawrence Avenue, North York M4A 2V6",Grill,65,43.743243,-79.31291759999999,"1448 Lawrence Ave E, North York, ON M4A 2S8, Canada",M4A
1843,CASUAL DINING,Chef George Manileneos Cuisine,3.2,11,"Birchmount Road, Scarborough","1519 Birchmount Road, Scarborough","Filipino, Breakfast",30,43.7593768,-79.2890245,"1519 Birchmount Rd, Scarborough, ON M1P 1R6, Canada",M1P
1844,CASUAL DINING,Tonino Pizzeria & Panini,3.9,29,"Mclaughlin Road, Brampton","10088 McLaughlin Road, Brampton L7A 2X6","Pizza, Italian",25,43.6963155,-79.8007812,"10088 McLaughlin Rd, Brampton, ON L7A 2X6, Canada",L7A
1845,CASUAL DINING,Super Hakka,3.6,26,"Lawrence Avenue East, Scarborough","1801 Lawrence Avenue E, Scarborough M1R 2X9","Hakka Chinese, Caribbean",30,43.7424324,-79.3052223,"1801 Lawrence Ave E, Scarborough, ON M1R 2X7, Canada",M1R
1846,CASUAL DINING,Choice of the Orient,4.4,42,"Yonge Street, Richmond Hill","Observatory Place, 9555 Yonge Street, Richmond Hill L4C 9M5","Chinese, Asian",40,43.8596265,-79.4333752,"9555 Yonge St, Richmond Hill, ON L4C 9M5, Canada",L4C
1847,CASUAL DINING,Hana Korea,3.9,38,"Baldwin Street, Grange Park","45 Baldwin Street, Toronto M5T 1L3",Korean,45,43.6558222,-79.39372689999999,"45 Baldwin St, Toronto, ON M5T 1L1, Canada",M5T
1848,QUICK BITES,Burger Legend,3.6,40,"Queen Street South, Mississauga","236 Queen Street South, Mississauga L5M 1L5","Burger, Fast Food",30,43.5803374,-79.712293,"236 Queen St S, Mississauga, ON L5M 1L5, Canada",L5M
1849,CAFÉ,Merchants of Green Coffee,3.5,35,"Matilda Street, Riverside","2 Matilda Street, Toronto",Cafe,15,43.6600698,-79.3541657,"2 Matilda St, Toronto, ON M4M 1L9, Canada",M4M
1850,FAST CASUAL,Konjiki Ramen,3.7,17,North York,"5051 Yonge St, North York, ON M2N 5P2",Ramen,25,43.7670292,-79.4118349,"5051 Yonge St, North York, ON M2N 5P2, Canada",M2N
1851,CASUAL DINING,Matagali,3.8,31,"Elm Street, Discovery District","69 Elm Street, Toronto M5GIH2",Indian,40,43.6570524,-79.38484059999999,"69 Elm St, Toronto, ON M5G 1H2, Canada",M5G
1852,QUICK BITES,Roti Roll,3.8,21,"Yonge Street, Downtown Yonge","361 Yonge Street, Toronto M5B 1S1",Caribbean,25,43.6582055,-79.3814852,"361 Yonge St, Toronto, ON M5B 1S1, Canada",M5B
1853,CASUAL DINING,Sushi Bar,4.0,41,"Queen Street East, Riverside","703 Queen Street East, Toronto","Sushi, Japanese, Asian",40,43.65862449999999,-79.3500542,"703 Queen St E, Toronto, ON M4M 1G6, Canada",M4M
1854,CAFÉ,RSquared Cafe,3.4,37,"Queen Street West, Trinity Bellwoods","668 Queen Street West, Toronto",Cafe,20,43.6467529,-79.4072012,"668 Queen St W, Toronto, ON M6J 1E5, Canada",M6J
1855,CASUAL DINING,The Living Room - Windsor Arms,3.5,31,"Saint Thomas Street, Discovery District","Windsor Arms, 18 St. Thomas Street, Toronto M5S 3E7","American, Canadian",110,43.6688325,-79.3909309,"18 St Thomas St, Toronto, ON M5S 3E7, Canada",M5S
1856,DESSERT PARLOR,Kitten And The Bear,3.5,14,"Queen Street West, Parkdale","1574 Queen Street West, Toronto","Desserts, Cafe",30,43.63999039999999,-79.44053389999999,"1574 Queen St W, Toronto, ON M6R 1A6, Canada",M6R
1857,CASUAL DINING,Rush Hour,3.9,31,"Dufferin Street, Davenport","1438 Dufferin Street, Toronto M6H 3L1",European,80,43.6711355,-79.4403668,"1438 Dufferin St, Toronto, ON M6H 3L1, Canada",M6H
1858,CASUAL DINING,Pamier Kabob,3.9,39,"County Court Boulevard, Brampton","200 Country Court Boulevard, Unit C L6W 4K7",Afghan,35,43.6588107,-79.7221094,"200 County Ct Blvd Unit C, Brampton, ON L6W 4L2, Canada",L6W
1859,CASUAL DINING,Il Fornaro,3.5,40,"Avenue Road, North York","1954 Avenue Road, North York M5M 4A1",Italian,90,43.734129,-79.420049,"1954 Avenue Rd, North York, ON M5M 4A1, Canada",M5M
1860,CASUAL DINING,Boland's Open Kitchen,4.0,43,"Mount Pleasant Road, Davisville Village","575 Mount Pleasant Road, Toronto M4S 2M6",American,40,43.7034934,-79.387868,"575 Mt Pleasant Rd, Toronto, ON M4S 2M5, Canada",M4S
1861,BAKERY,Jules Cafe Patisserie,3.9,34,"Mount Pleasant Road, Davisville Village",617 Mount Pleasant Road M4S 2M5,"Bakery, Desserts, French",20,43.7041701,-79.38822929999999,"617 Mt Pleasant Rd, Toronto, ON M4S 2M5, Canada",M4S
1862,CASUAL DINING,Chang & Huang Thai Restaurant,3.9,40,"Dixie Road, Mississauga","5120 Dixie Rd, Mississauga ON L4W 4J7","Hakka Chinese, Thai",40,43.6363705,-79.62310200000002,"5120 Dixie Rd, Mississauga, ON L4W 4K2, Canada",L4W
1863,CASUAL DINING,Salt & Pepper,3.5,45,"Brunel Road, Mississauga","35 Brunel Road, Mississauga L4Z 3E8","Hakka Chinese, Asian",35,43.6260512,-79.6771794,"35 Brunel Rd, Mississauga, ON L4Z 3E8, Canada",L4Z
1864,CASUAL DINING,Lotus Pond Vegetarian Restaurant,3.8,31,"Midland Avenue, Scarborough","3838 Midland Avenue, Unit 121, Scarborough M1V 5K5",Chinese,30,43.8191082,-79.295673,"121-3838 Midland Ave, Scarborough, ON M1V 5K5, Canada",M1V
1865,CASUAL DINING,Masmune,3.9,35,"Dixie Road, Mississauga","5200 Dixie Road, Mississauga L4W 1E4","Sushi, Japanese, Korean",40,43.6389797,-79.6281032,"5200 Dixie Rd, Mississauga, ON L4W 1E4, Canada",L4W
1866,QUICK BITES,Ninja Sushi,3.9,33,"Bamburgh Circle, Scarborough","Bamburgh Gardens Shopping Plaza, 395 Bamburgh Circle, Scarborough M1W 3Y1","Sushi, Japanese",25,43.815527,-79.3221013,"375 Bamburgh Cir C107, Scarborough, ON M1W 3Y1, Canada",M1W
1867,CASUAL DINING,Ichiban Sushi,3.8,48,"King Street West, Fashion District","750 King Street West, Toronto","Sushi, Japanese, Asian",55,43.6436453,-79.4050644,"750 King St W, Toronto, ON M5V 1N3, Canada",M5V
1868,CASUAL DINING,Belle,3.8,29,"Bathurst Street, North York","4949 Bathurst Street, North York M2R 1Y1",Middle Eastern,40,43.7743866,-79.4423472,"4949 Bathurst St, North York, ON M2R 1Y1, Canada",M2R
1869,CASUAL DINING,Amber,4.0,41,"Bloor Street West, Bloor West Village","2372 Bloor Street West, Toronto M6S 1P5",European,45,43.6499992,-79.4820306,"2372 Bloor St W, Toronto, ON M6S 1P5, Canada",M6S
1870,CASUAL DINING,Szechuan Legend,3.6,27,"Midland Avenue, Scarborough",3280 Midland Avenue M1V 0C7,"Dim Sum, Sichuan, Chinese",25,43.8057913,-79.2888483,"3280 Midland Ave, Scarborough, ON M1V 0C7, Canada",M1V
1871,CASUAL DINING,Good View,3.8,42,"Dundas Street East, Garden District","134 Dundas Street East, Toronto M5B 1E2","Chinese, Asian",35,43.6568241,-79.3761741,"134 Dundas St E, Toronto, ON M5B 1E2, Canada",M5B
1872,CASUAL DINING,La Capannina Restaurant,3.9,38,"George Street North, Brampton",21 George Street North L6X 1R3,Italian,80,43.6854103,-79.76222059999999,"21 George St N, Brampton, ON L6X 1R3, Canada",L6X
1873,FINE DINING,Coppi Ristorante,3.6,37,"Yonge Street, Bedford Park","3363 Yonge Street, Bedford Park M4N 2M6",Italian,110,43.7316768,-79.4035456,"3363 Yonge St, Toronto, ON M4N 2M6, Canada",M4N
1874,BAR,CC Lounge,3.6,13,"Front Street East, St. Lawrence","45 Front Street East, Toronto M5E 1B3","Bar Food, American",100,43.6479692,-79.3745129,"45 Front St E, Toronto, ON M5E 1B3, Canada",M5E
1875,CASUAL DINING,The Maids'Cottage,3.9,37,Newmarket,"223 Main Street South, Newmarket L3Y 3Y9","Diner, Bakery",25,44.0527309,-79.4567847,"223 Main St S, Newmarket, ON L3Y 3Y9, Canada",L3Y
1876,DESSERT PARLOR,Yoyo's,3.7,42,"Bloor Street West, Harbord Village","417 Bloor Street West, Toronto M5S","Desserts, Frozen Yogurt",15,43.6662982,-79.40468899999999,"417 Bloor St W, Toronto, ON M5S 1X6, Canada",M5S
1877,CASUAL DINING,Provo FoodBar,3.0,20,"Mccaul Street, Grange Park","308 Dundas Street West, Toronto M5T 1G4",Italian,35,43.6544343,-79.3917783,"308 Dundas St W, Toronto, ON M5T 1G4, Canada",M5T
1878,QUICK BITES,Le Petit Gourmet,3.4,19,Rosedale,"1064 Yonge Street, Toronto M4W 2L4",Cafe,30,43.6775573,-79.3899331,"1064 Yonge St, Toronto, ON M4W 2L4, Canada",M4W
1879,CASUAL DINING,John's Fish & Chips,3.9,36,"Dundas Street West, Etobicoke","5090 Dundas Street West, Etobicoke",Fish and Chips,40,43.6450962,-79.5325277,"5090 Dundas St W, Etobicoke, ON M9A 1C2, Canada",M9A
1880,QUICK BITES,Pollo Loco Churrasqueria,3.9,28,"Jane Street, Vaughan","Norwood Plaza, 9661 Jane Street, Vaughan",Portuguese,25,43.8433776,-79.5342625,"9661 Jane St, Maple, ON L6A 3X5, Canada",L6A
1881,CASUAL DINING,Perkins Restaurant & Bakery,2.9,36,"Dixon Road, Etobicoke",600 Dixon Road M9W 1J1,"Canadian, Bakery",45,43.6924303,-79.5728991,"600 Dixon Rd, Etobicoke, ON M9W 1J1, Canada",M9W
1882,CASUAL DINING,Hamdi Restaurant,3.9,31,"Kipling Avenue, Etobicoke","18 Rexdale Boulevard, Etobicoke","Somali, African",25,43.7144033,-79.55715579999999,"18 Rexdale Blvd, Etobicoke, ON M9W 5Z3, Canada",M9W
1883,CASUAL DINING,Sushi Bong,3.5,11,"Yonge Street, Thornhill","World On Yonge, 7181 Yonge Street, Thornhill",Japanese,30,43.8033728,-79.4209853,"7299 Yonge St, Thornhill, ON L3T 0C5, Canada",L3T
1884,CASUAL DINING,La Jawab Grill,3.8,31,Markham,"160 New Delhi Drive, Markham","Indian, Pakistani",35,43.8511974,-79.2535285,"160 New Delhi Dr, Markham, ON L3S 0B5, Canada",L3S
1885,CASUAL DINING,Lucky Chinese,3.2,36,"Lawrence Avenue East, Scarborough","3774 Lawrence Avenue E, Scarborough M1G 1P9","Hakka Chinese, Asian",30,43.7626614,-79.21419809999999,"3774 Lawrence Ave E, Scarborough, ON M1G 1P9, Canada",M1G
1886,CASUAL DINING,Norling,3.1,17,"Queen Street West, Parkdale","1512 Queen Street West, Toronto M6R 1A4","Tibetan, Hakka Chinese",25,43.6403824,-79.4385061,"1512 Queen St W, Toronto, ON M6R 1A4, Canada",M6R
1887,QUICK BITES,Panago,3.9,47,"Gerrard Street West, Downtown Yonge","44 Gerrard Street West, Toronto M5B 2K3","Pizza, Fast Food",30,43.658897,-79.383798,"44 Gerrard St W, Toronto, ON M5G 2K2, Canada",M5G
1888,CASUAL DINING,Urban Thai,3.7,54,"College Street, Little Italy","638 College Street, Toronto M6G 1B4","Thai, Asian",40,43.6550671,-79.4154514,"638 College St, Toronto, ON M6G 1B4, Canada",M6G
1889,CASUAL DINING,Gordo's Diner,3.5,30,"Edgeley Boulevard, Vaughan","200 Edgeley Boulevard, Vaughan","Grill, Diner",30,43.79783,-79.5340868,"200 Edgeley Blvd, Concord, ON L4K 3Y8, Canada",L4K
1890,LOUNGE,The Roof Lounge - Park Hyatt Toronto Yorkville,3.5,24,"Avenue Road, The Annex","Park Hyatt Toronto Yorkville, 4 Avenue Road, Toronto M5R 2E5","Bar Food, American, European",70,43.669163,-79.39494499999999,"4 Avenue Rd, Toronto, ON M5R 2E8, Canada",M5R
1891,QUICK BITES,Me Va Me,3.4,15,Markham,"169 Enterprise Boulevard, Toronto L6G 1B3","Mediterranean, Middle Eastern",50,43.849138,-79.3239576,"169 Enterprise Blvd, Unionville, ON L6G 0A2, Canada",L6G
1892,CASUAL DINING,Thai Cuisine Experts,3.8,36,"2155 Leanne Blvd, Mississauga","Sheridan Corporate Centre, 2155 Leanne Boulevard L5K 2K8","Thai, Asian",35,43.5263498,-79.65205019999999,"2155 Leanne Blvd #103A, Mississauga, ON L5K 2K8, Canada",L5K
1893,BAR,The Loop,3.5,47,"Kingston Road, The Beaches","971 Kingston Road, Toronto M4E 1S8",Bar Food,50,43.6803637,-79.28725949999999,"971 Kingston Rd, Toronto, ON M4E 1S8, Canada",M4E
1894,CASUAL DINING,Hot Pot On Yonge,3.2,9,"Yonge Street, North York","5441 Yonge Street, North York","Chinese, Asian",30,43.7770272,-79.4145392,"5441 Yonge St, North York, ON M2N 5S1, Canada",M2N
1895,CAFÉ,Fair Grounds,3.9,38,"Lake Shore Boulevard West, Etobicoke","3785 Lake Shore Boulevard, Etobicoke",Cafe,15,43.5924163,-79.54152359999999,"3785 Lake Shore Blvd W, Etobicoke, ON M8W 1R1, Canada",M8W
1896,CASUAL DINING,Oshio Japanese Restaurant,3.6,27,"Steeles Avenue East, Thornhill","The Shops on Steeles and 404, 2900 Steeles Avenue E, Thornhill L3T 4X1","Sushi, Japanese, Asian",40,43.8127936,-79.35858209999999,"2900 Steeles Ave E, Thornhill, ON L3T 4X1, Canada",L3T
1897,QUICK BITES,Sarah's Shawarma,3.9,36,"Brunswick Avenue, Harbord Village","487 Bloor Street West, Toronto",Middle Eastern,30,43.6657651,-79.4077023,"487 Bloor St W, Toronto, ON M5S 1Y2, Canada",M5S
1898,CAFÉ,Formocha,3.5,27,"Eglinton Avenue East, Davisville Village","55 Eglinton Avenue East, Toronto M4P 1G8",Bubble Tea,15,43.7068418,-79.3959794,"55 Eglinton Ave E, Toronto, ON M4P 1G8, Canada",M4P
1899,BAR,Pour Boy Pub,3.3,37,"Manning Avenue, Seaton Village","666 Manning Avenue, Toronto M6G2W4",Bar Food,40,43.6642214,-79.4163147,"666 Manning Ave, Toronto, ON M6G 2W4, Canada",M6G
1900,CASUAL DINING,Homemade Ramen,3.3,16,Kensington-Chinatown,"263 Spadina Avenue, Toronto M5T2E3",Northern Chinese,30,43.6523897,-79.3973911,"263 Spadina Ave, Toronto, ON M5T 2E3, Canada",M5T
1901,QUICK BITES,Completo,3.5,34,"Queen Street East, Leslieville","5 Coady Avenue, Toronto M4M2Y9 1L2",Latin American,30,43.6626085,-79.3339999,"5 Coady Ave, Toronto, ON M4M 1L2, Canada",M4M
1902,CASUAL DINING,Entice Culinary Lounge,3.3,7,"Queen Street West, Beaconsfield Village",1036 Queen Street West,"Canadian, Fusion",80,43.6441284,-79.4203213,"1036 Queen St W, Toronto, ON M6J 1H7, Canada",M6J
1903,CASUAL DINING,Maple Leaf Tavern,3.2,13,"Gerrard St. E., Leslieville","955 Gerrard Street E, Toronto M4M 1Z4",American,30,43.6681108,-79.33980079999999,"955 Gerrard St E, Toronto, ON M4M 1Z4, Canada",M4M
1904,BAKERY,Blackbird Baking Co.,3.8,27,"Baldwin Street, Kensington-Chinatown","172 Baldwin Street, Toronto M5T",Bakery,15,43.6549819,-79.40063479999999,"172 Baldwin St, Toronto, ON M5T 1L8, Canada",M5T
1905,CASUAL DINING,Peking Express,3.7,37,"Shuter Street, Regent Park","217 Parliament Street, Toronto M5A 2Z4",Chinese,35,43.6567495,-79.3646685,"217 Parliament St, Toronto, ON M5A 2Z4, Canada",M5A
1906,QUICK BITES,El Fishawy,3.7,49,"Eglinton Avenue West, Mississauga","5055 Eglinton Avenue West, Mississauga L5M 6J3",Middle Eastern,40,43.5537906,-79.71220170000001,"5055 Eglinton Ave W, Mississauga, ON L5M, Canada",L5M
1907,CASUAL DINING,Qi Sushi,3.9,34,"360 Gerrard St East, Cabbagetown","358 Gerrard Street East, Toronto","Sushi, Japanese, Asian",45,43.6626995,-79.36426569999999,"358 Gerrard St E, Toronto, ON M5A 2G7, Canada",M5A
1908,CASUAL DINING,Dave's,3.9,31,"Clair Ave St West, Hillcrest","730 St. Clair Avenue West, Toronto","Canadian, Diner",60,43.6815373,-79.4272515,"730 St Clair Ave W, Toronto, ON M6C 1B3, Canada",M6C
1909,FINE DINING,Tom Jones Steakhouse,3.4,32,"Colborne Street, St. Lawrence","17 Leader Lane, Toronto M5H 1L8","Steak, Seafood",150,43.6491389,-79.3754015,"17 Leader Ln, Toronto, ON M5E 1L8, Canada",M5E
1910,QUICK BITES,San Francesco Foods,3.9,39,"Unity Gate, Mississauga","2979 Unity Gate, Unit 2, Mississauga",Italian,25,43.5405275,-79.70488519999999,"2-2979 Unity Gate, Mississauga, ON L5L 3E5, Canada",L5L
1911,QUICK BITES,Zesty Pita & Burgers,3.6,31,"New Street, Burlington","Eastway Plaza, 4033 New Street Burlington","Burger, Mediterranean",25,43.3544108,-79.7683389,"1 New St #4033, Burlington, ON L7L 1S8, Canada",L7L
1912,QUICK BITES,Hong Kong Gourmet,4.0,42,"Renforth Drive, Mississauga","460 Renforth Drive, Mississauga M9C3H9",Chinese,35,43.651027,-79.5798343,"460 Renforth Dr, Etobicoke, ON M9C 2N2, Canada",M9C
1913,QUICK BITES,Union Burger,3.6,37,"Living Arts Drive, Mississauga","4188 Living Arts Drive, Mississauga L5B 0H7","Burger, Canadian",30,43.5898106,-79.648193,"4188 Living Arts Dr, Mississauga, ON L5B 0H7, Canada",L5B
1914,CASUAL DINING,Bach Yen,3.9,28,"Gerrard Street East, Riverdale","738 Gerrard Street E, Toronto M4M 1Y3","Vietnamese, Thai",30,43.6666894,-79.3475323,"738 Gerrard St E, Toronto, ON M4M 1Y3, Canada",M4M
1915,QUICK BITES,Mackay Pizza & Submarines,4.2,42,"Gillingham Drive, Brampton","Rona Plaza, 40 Gillingham Drive, Brampton","Pizza, Fast Food",25,43.7035762,-79.78766890000001,"50 Gillingham Dr, Brampton, ON L6X 4X7, Canada",L6X
1916,CASUAL DINING,Wang's Kitchen,3.5,35,"Hurontario Street, Mississauga","4559 Hurontario Street, Mississauga L4Z 3L9","Hakka Chinese, Asian",30,43.6080264,-79.65009529999999,"4559 Hurontario St, Mississauga, ON L4Z 3L9, Canada",L4Z
1917,CASUAL DINING,Montana's Cookhouse,3.6,38,"Yonge Street, Richmond Hill","8735 Yonge St, Richmond Hill, ON L4C 6Z1","Canadian, Grill, BBQ, Steak",50,43.8408188,-79.42823539999999,"8735 Yonge St, Richmond Hill, ON L4C 6Z1, Canada",L4C
1918,QUICK BITES,Chorizo,3.8,36,"Southdown Road, Mississauga","Clarkson Crossing, 950 Southdown Road West, Unit B4, Mississauga L5Jj 2Y4","Mexican, Fast Food",25,43.5085048,-79.6320099,"950 Southdown Rd Unit B3, Mississauga, ON L5J 2Y4, Canada",L5J
1919,QUICK BITES,Z-Teca,3.2,55,"King Street West, Entertainment District","327 King Street West, Toronto M5V 1J5",Tex-Mex,25,43.6460845,-79.3910992,"327 King St W, Toronto, ON M5V 1J5, Canada",M5V
1920,DESSERT PARLOR,Dessert Lady,3.9,32,"Cumberland Street, Yorkville","12 Cumberland Street, Toronto M4W 1J5",Desserts,20,43.6710564,-79.3879436,"12 Cumberland St, Toronto, ON M4W 1J5, Canada",M4W
1921,CASUAL DINING,Aviv,3.2,29,The Annex,"328 Dupont Street, Toronto",Mediterranean,65,43.674712,-79.40930999999999,"328 Dupont St, Toronto, ON M5R 1V9, Canada",M5R
1922,CASUAL DINING,Yu Garden,3.1,11,"Bayview Avenue, Richmond Hill","8750 Bayview Avenue, Richmond Hill",Shanghai,50,43.84332999999999,-79.40805309999999,"8750 Bayview Ave, Richmond Hill, ON L4B 4V9, Canada",L4B
1923,CASUAL DINING,CYAN Cafe & Lounge,3.5,31,"Yonge Street, Richmond Hill","9737 Yonge Street, Ste 205 L4C v",Middle Eastern,70,43.8643271,-79.434961,"205-9737 Yonge St, Richmond Hill, ON L4C 1V7, Canada",L4C
1924,CASUAL DINING,Mei Ling Chinese Food,3.9,27,Aurora,"15005 Yonge Street, Aurora L4G 1M5",Chinese,25,43.9937551,-79.4656959,"15005 Yonge St, Aurora, ON L4G 1M5, Canada",L4G
1925,QUICK BITES,ACR Hot Roti & Doubles,3.9,29,"Lawrence Avenue East, Scarborough","2680 Lawrence Avenue E, Scarborough M1P 2S2","Trinbagonian, West Indian",15,43.7524465,-79.26229359999999,"2680 Lawrence Ave E, Scarborough, ON M1P 4Y4, Canada",M1P
1926,CASUAL DINING,Peppino's Oven,2.8,41,Oakville,"2015 Kingsridge Dr, Oakville","Italian, Pizza, Sandwich",45,43.4461187,-79.75729249999999,"2015 Kingsridge Dr, Oakville, ON L6M 4Y7, Canada",L6M
1927,BAR,Hungry Brew Hops,3.3,24,Newmarket,"211 Main Street, Newmarket",,45,44.053022,-79.45687439999999,"211 Main St S, Newmarket, ON L3Y 3Y9, Canada",L3Y
1928,CASUAL DINING,That's 50's Diner,3.5,34,"Kingston Road, Pickering","1660 Kingston Drive, Pickering L1V 3E2","Diner, American",25,43.8473019,-79.0758908,"1660 Kingston Rd, Pickering, ON L1V 5R2, Canada",L1V
1929,CASUAL DINING,Mi Tierra,3.9,29,"Saint Clair Avenue West, Hillcrest","828 St. Clair Avenue West, Toronto",Colombian,55,43.6807553,-79.4310955,"828 St Clair Ave W, Toronto, ON M6C 1C1, Canada",M6C
1930,CASUAL DINING,Pho Orchid,2.8,35,Discovery District,"124 Chestnut Street, Toronto M5G",Vietnamese,30,43.6550597,-79.3860965,"124 Chestnut St, Toronto, ON M5G 1T3, Canada",M5G
1931,QUICK BITES,The Chicken Place,4.2,47,Aurora,"1 Industrial Pkwy South, Aurora L4G3V9","BBQ, Portuguese",45,44.0019263,-79.4560529,"1 Industrial Pkwy S, Aurora, ON L4G 3V9, Canada",L4G
1932,CASUAL DINING,The Ivy Arms,3.7,41,"Main Street East, Milton","201 Main Street East, Milton",Bar Food,60,43.5131111,-79.8836297,"201 Main St E, Milton, ON L9T 1N7, Canada",L9T
1933,CASUAL DINING,Yonge Sushi,3.5,17,"Yonge Street, Bedford Park","3421 Yonge Street, Bedford Park","Sushi, Japanese, Asian",30,43.7332808,-79.4040733,"3421 Yonge St, North York, ON M4N 2N1, Canada",M4N
1934,CASUAL DINING,New Northern Dumplings,3.5,8,"Silver Star Boulevard, Scarborough",633 Silver Star Boulevard M1V 5N1,"Northern Chinese, Chinese, Asian",30,43.8219517,-79.2984027,"633 Silver Star Blvd, Scarborough, ON M1V 5N1, Canada",M1V
1935,QUICK BITES,My Little Pizzeria & Deli,3.9,29,"Markham Road, Markham",50 Anderson Avenue L6E 1A9,"Pizza, Fast Food",25,43.9008489,-79.264781,"50 Anderson Ave, Markham, ON L6E 1A5, Canada",L6E
1936,CASUAL DINING,BerBer Social,3.4,45,"Front Street East 3rd Floor, St. Lawrence","49 Front Street East, Toronto M5E 1B3","Moroccan, Mediterranean",50,43.6477782,-79.3741422,"49 Front St E, Toronto, ON M5E 1B3, Canada",M5E
1937,BAR,The Green Dragon Pub,3.9,40,"Kingston Road, The Beaches","1032 Kingston Road, Toronto M4E 1T5",Bar Food,40,43.6809675,-79.28477529999999,"1032 Kingston Rd, Toronto, ON M4E 1T4, Canada",M4E
1938,CASUAL DINING,The Unionville Arms,3.8,41,"Main Street Unionville, Markham","189 Main Street Unionville, Markham L3R 2G8","Bar Food, Burger, Pizza",65,43.8678117,-79.31193999999999,"189 Main St Unionville, Unionville, ON L3R 2G8, Canada",L3R
1939,QUICK BITES,Noodle Delight,3.4,38,"Victoria Park Avenue, Scarborough","Victoria Commons, 2555 Victoria Park Avenue, Scarborough",Chinese,25,43.7723007,-79.321162,"2555 Victoria Park Ave, Scarborough, ON M1T 1A3, Canada",M1T
1940,CASUAL DINING,Osgoode Hall,3.7,22,Discovery District,"130 Queen Street West, Toronto M5H 4G1","French, Canadian",60,43.651199,-79.3849089,"130 Queen St W, Toronto, ON M5H 3M9, Canada",M5H
1941,QUICK BITES,South St. Burger Co.,3.7,41,"Yonge Street, Yonge & Eglinton","2383 Yonge Street, Toronto","Fast Food, Burger",25,43.7097968,-79.39859799999999,"2383 Yonge St, Toronto, ON M4P 2E7, Canada",M4P
1942,CASUAL DINING,Govinda's,3.1,13,"Avenue Road, Yorkville","243 Avenue Road, Toronto M5R 2J6",Indian,30,43.6769577,-79.3972162,"243 Avenue Rd, Toronto, ON M5R 2J6, Canada",M5R
1943,BAKERY,Tre Mari Bakery,3.9,29,"Saint Clair Avenue West, Earlscourt","1311 St. Clair Avenue West, Toronto M6E 1C2","Bakery, Desserts, Ice Cream",15,43.6765075,-79.4487201,"1311 St Clair Ave W, Toronto, ON M6E 1C2, Canada",M6E
1944,CASUAL DINING,STK Toronto,2.9,13,"Avenue Road, Yorkville",153 Yorkville Avenue M5R 1C4,"Steak, Bar Food",125,43.6703902,-79.394312,"153 Yorkville Ave, Toronto, ON M5R 1C4, Canada",M5R
1945,CASUAL DINING,Ichiban Fish House,3.2,44,"30 Greenfield Av, North York","15 Spring Garden Avenue, North York M2N 3G1","Sushi, Japanese, Asian",30,43.76435,-79.41066719999999,"15 Spring Garden Ave, North York, ON M2N 3G1, Canada",M2N
1946,CASUAL DINING,Issmi,3.9,27,North York,"1984 Avenue Road, North York M5M 4A4","Sushi, Japanese, Asian",45,43.7352457,-79.4201516,"1984 Avenue Rd, North York, ON M5M 4A4, Canada",M5M
1947,CASUAL DINING,Wutai,3.5,18,Markham,"8425 Woodbine Avenue, Markham L3R 2P4","Dim Sum, Cantonese, Chinese, Asian",40,43.8480291,-79.3568961,"8425 Woodbine Ave, Markham, ON L3R 2P4, Canada",L3R
1948,CASUAL DINING,Cool Runnings,3.9,28,"Main Street, The Beaches","146 Main Street, Toronto M4E 2V8","Jamaican, Caribbean",30,43.6833889,-79.30015999999999,"146 Main St, Toronto, ON M4E 2V8, Canada",M4E
1949,CASUAL DINING,C'est Bon,3.6,46,"Yonge Street, Yonge & Eglinton","2685 Yonge Street, Toronto","Chinese, Asian",40,43.7168341,-79.4001043,"2685 Yonge St, Toronto, ON M4N 2H8, Canada",M4N
1950,CASUAL DINING,Miu Garden,3.5,28,"Steeles Avenue East, Markham","Market Village, 4390 Steeles Avenue East, Markham L3R","Dim Sum, Cantonese, Chinese, Asian",35,43.8256735,-79.3043905,"4390 Steeles Ave E, Markham, ON L3R 9V7, Canada",L3R
1951,BAR,Ellen's Bar & Grill,3.5,27,"Bovaird Drive West, Brampton","190 Bovaird Drive West, Unit 41 L7A 1A2","Bar Food, American",80,43.7028408,-79.79254929999999,"41-190 Bovaird Dr W, Brampton, ON L7A 1A2, Canada",L7A
1952,QUICK BITES,Salad Days,3.7,22,"Bloor Street West, Yorkville","Cumberland Terrace, 2 Bloor Street West, Toronto M4W 1A8",Healthy Food,25,43.67035480000001,-79.38714619999999,"2 Bloor St W, Toronto, ON M4W 3E2, Canada",M4W
1953,QUICK BITES,Pearl Sushi,3.9,28,"Lake Shore Boulevard West, Etobicoke","2391 Lake Shore Boulevard W, Etobicoke M8V 1B7","Sushi, Japanese",35,43.61508449999999,-79.4883625,"2391 Lake Shore Blvd W, Etobicoke, ON M8V 1B7, Canada",M8V
1954,QUICK BITES,Masala Bites,3.7,32,"Eglinton Avenue West, Mississauga","660 Eglinton Avenue West, Mississauga L5R 3V2","Indian, Pakistani",25,43.5921223,-79.6666132,"660 Eglinton Ave W, Mississauga, ON L5R 3V2, Canada",L5R
